Date;Month;Year;Material Supplier;Product Code;Machine;Inspection Type;Defect Type;Defect Mode ;Cause;Type of Cause;Number of Repairs;Inspector;Shift
30-Jzn-25;Jan;2025;Supplier_2;Product_15;Machine_C;First ;Visual;DM;Mold;Dirty Mold;1;Inspector_4;Morning_Shift
30-Jzn-25;Jan;2025;Supplier_2;Product_18;Machine_A;In-process;Visual;WV;Machine;Setup and Adjustment Machine;2;Inspector_4;Morning_Shift
30-Jzn-25;Jan;2025;Supplier_2;Product_22;Machine_A;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;1;Inspector_3;Afternoon_Shift
31/01/2025;Jan;2025;Supplier_3;Product_3;Machine_D;First ;Visual;SR;Material;Material Failures;1;Inspector_4;Morning_Shift
01/02/2025;Feb;2025;Supplier_1;Product_9;Machine_E;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;2;Inspector_4;Morning_Shift
01/02/2025;Feb;2025;Supplier_1;Product_9;Machine_E;First ;Visual;DM;Mold;Mold Failures;2;Inspector_4;Morning_Shift
01/02/2025;Feb;2025;Supplier_1;Product_9;Machine_E;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;3;Inspector_4;Morning_Shift
01/02/2025;Feb;2025;Supplier_1;Product_9;Machine_E;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;2;Inspector_4;Morning_Shift
03/02/2025;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Visual;DM;Mold;Dirty Mold;10;Inspector_5;Morning_Shift
03/02/2025;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;SR;Mold;Dirty Mold;13;Inspector_5;Morning_Shift
03/02/2025;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_5;Morning_Shift
03/02/2025;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;8;Inspector_1;Afternoon_Shift
03/02/2025;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;8;Inspector_1;Afternoon_Shift
03/02/2025;Feb;2025;Supplier_2;Product_22;Machine_C;First ;Visual;DT;Mold;Dirty Mold;4;Inspector_1;Afternoon_Shift
03/02/2025;Feb;2025;Supplier_2;Product_22;Machine_C;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;1;Inspector_1;Afternoon_Shift
03/02/2025;Feb;2025;Supplier_2;Product_22;Machine_C;First ;Visual;DM;Mold;Dirty Mold;4;Inspector_4;Midnight_Shift
04/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
04/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Morning_Shift
04/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;2;Inspector_3;Morning_Shift
04/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;1;Inspector_3;Morning_Shift
04/02/2025;Feb;2025;Supplier_2;Product_2;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
04/02/2025;Feb;2025;Supplier_2;Product_2;Machine_E;First ;Dimension;NOS;Mold;Mold Failures;2;Inspector_3;Morning_Shift
04/02/2025;Feb;2025;Supplier_2;Product_2;Machine_E;First ;Dimension;CP;Mold;Mold Failures;1;Inspector_3;Morning_Shift
04/02/2025;Feb;2025;Supplier_2;Product_22;Machine_C;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_3;Morning_Shift
04/02/2025;Feb;2025;Supplier_2;Product_18;Machine_C;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_10;Afternoon_Shift
04/02/2025;Feb;2025;Supplier_2;Product_18;Machine_D;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_10;Afternoon_Shift
05/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;First ;Visual;SR;Machine;Machine_Dirty;1;Inspector_5;Morning_Shift
05/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_10;Afternoon_Shift
06/02/2025;Feb;2025;Supplier_2;Product_22;Machine_E;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;2;Inspector_3;Morning_Shift
06/02/2025;Feb;2025;Supplier_2;Product_22;Machine_E;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_5;Morning_Shift
06/02/2025;Feb;2025;Supplier_2;Product_22;Machine_E;First ;Visual;DT;Mold;Dirty Mold;7;Inspector_5;Morning_Shift
06/02/2025;Feb;2025;Supplier_2;Product_22;Machine_E;First ;Visual;CP;Mold;Mold Failures;1;Inspector_3;Morning_Shift
06/02/2025;Feb;2025;Supplier_2;Product_22;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_10;Afternoon_Shift
06/02/2025;Feb;2025;Supplier_2;Product_22;Machine_E;In-process;Visual;DT;Mold;Dirty Mold;1;Inspector_4;Midnight_Shift
07/02/2025;Feb;2025;Supplier_1;Product_3;Machine_E;First ;Visual;MR;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_2;Product_5;Machine_A;First ;Visual;DM;Mold;Mold Failures;5;Inspector_3;Morning_Shift
07/02/2025;Feb;2025;Supplier_2;Product_5;Machine_A;First ;Visual;DM;Mold;Mold Failures;3;Inspector_3;Morning_Shift
07/02/2025;Feb;2025;Supplier_1;Product_10;Machine_D;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_1;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_2;Product_5;Machine_A;First ;Visual;DM;Mold;Mold Failures;2;Inspector_1;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_1;Product_3;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_1;Product_3;Machine_E;First ;Visual;DT;Machine;Machine_Dirty;1;Inspector_1;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_1;Product_10;Machine_D;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_1;Product_10;Machine_D;First ;Visual;DT;Machine;Machine_Dirty;1;Inspector_10;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_2;Product_2;Machine_A;First ;Dimension;FOS;Machine;Setup and Adjustment Machine;3;Inspector_1;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_2;Product_2;Machine_A;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_10;Afternoon_Shift
07/02/2025;Feb;2025;Supplier_2;Product_2;Machine_A;First ;Visual;DM;Mold;Dirty Mold;1;Inspector_10;Afternoon_Shift
08/02/2025;Feb;2025;Supplier_1;Product_3;Machine_E;In-process;Visual;DT;Mold;Dirty Mold;3;Inspector_4;Midnight_Shift
10/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
10/02/2025;Feb;2025;Supplier_2;Product_2;Machine_A;In-process;Visual;DT;Mold;Dirty Mold;1;Inspector_5;Morning_Shift
10/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
10/02/2025;Feb;2025;Supplier_2;Product_2;Machine_A;In-process;Visual;SR;Machine;Machine_Dirty;1;Inspector_5;Morning_Shift
10/02/2025;Feb;2025;Supplier_2;Product_22;Machine_D;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;3;Inspector_4;Afternoon_Shift
10/02/2025;Feb;2025;Supplier_2;Product_8;Machine_D;First ;Dimension;GOS;Machine;Machine Failures;1;Inspector_1;Midnight_Shift
10/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;4;Inspector_3;Midnight_Shift
10/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Dimension;GOS;Mold;Setup and Adjustment Machine;4;Inspector_3;Midnight_Shift
10/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_3;Midnight_Shift
11/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_5;Morning_Shift
11/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Dimension;COS;Machine;Setup and Adjustment Machine;1;Inspector_5;Morning_Shift
11/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;1;Inspector_7;Morning_Shift
11/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;4;Inspector_5;Morning_Shift
11/02/2025;Feb;2025;Supplier_2;Product_2;Machine_A;In-process;Visual;SR;Machine;Machine_Dirty;1;Inspector_5;Morning_Shift
11/02/2025;Feb;2025;Supplier_2;Product_8;Machine_D;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
11/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;SR;Mold;Dirty Mold;4;Inspector_3;Midnight_Shift
12/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;5;Inspector_4;Afternoon_Shift
12/02/2025;Feb;2025;Supplier_2;Product_18;Machine_E;First ;Dimension;SR;Mold;Dirty Mold;4;Inspector_4;Afternoon_Shift
12/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_3;Midnight_Shift
13/02/2025;Feb;2025;Supplier_1;Product_10;Machine_B;First ;Visual;DT;Machine;Machine_Dirty;3;Inspector_10;Morning_Shift
13/02/2025;Feb;2025;Supplier_1;Product_3;Machine_B;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;3;Inspector_5;Morning_Shift
13/02/2025;Feb;2025;Supplier_1;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_10;Morning_Shift
13/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;FOS;Machine;Setup and Adjustment Machine;5;Inspector_4;Afternoon_Shift
13/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;FOS;Machine;Setup and Adjustment Machine;5;Inspector_1;Midnight_Shift
14/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;In-process;Visual;DM;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
16/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_4;Morning_Shift
17/02/2025;Feb;2025;Supplier_1;Product_23;Machine_D;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;4;Inspector_5;Morning_Shift
17/02/2025;Feb;2025;Supplier_2;Product_22;Machine_A;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;3;Inspector_5;Morning_Shift
17/02/2025;Feb;2025;Supplier_2;Product_22;Machine_A;First ;Dimension;WRP;Machine;Setup and Adjustment Machine;2;Inspector_5;Morning_Shift
17/02/2025;Feb;2025;Supplier_2;Product_22;Machine_A;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_7;Morning_Shift
17/02/2025;Feb;2025;Supplier_1;Product_10;Machine_B;First ;Visual;DT;Mold;Dirty Mold;4;Inspector_5;Morning_Shift
17/02/2025;Feb;2025;Supplier_1;Product_10;Machine_B;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;2;Inspector_7;Morning_Shift
17/02/2025;Feb;2025;Supplier_2;Product_22;Machine_A;In-process;Dimension;EOS;Machine;Setup and Adjustment Machine;5;Inspector_1;Afternoon_Shift
17/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_4;Midnight_Shift
18/02/2025;Feb;2025;Supplier_2;Product_12;Machine_A;First ;Visual;PU;Machine;Setup and Adjustment Machine;6;Inspector_7;Morning_Shift
18/02/2025;Feb;2025;Supplier_2;Product_7;Machine_D;First ;Visual;PU;Machine;Setup and Adjustment Machine;10;Inspector_5;Morning_Shift
18/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_3;Afternoon_Shift
18/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;First ;Visual;DM;Mold;Dirty Mold;2;Inspector_3;Afternoon_Shift
18/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;In-process;Visual;PU;Mold;Mold Failures;6;Inspector_4;Midnight_Shift
19/02/2025;Feb;2025;Supplier_2;Product_22;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_7;Morning_Shift
19/02/2025;Feb;2025;Supplier_2;Product_8;Machine_E;In-process;Visual;PU;Machine;Setup and Adjustment Machine;6;Inspector_5;Morning_Shift
19/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;DM;Mold;Dirty Mold;2;Inspector_7;Morning_Shift
19/02/2025;Feb;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;DT;Mold;Dirty Mold;2;Inspector_10;Midnight_Shift
20/02/2025;Feb;2025;Supplier_1;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
20/02/2025;Feb;2025;Supplier_1;Product_3;Machine_B;First ;Visual;DM;Mold;Dirty Mold;5;Inspector_1;Afternoon_Shift
20/02/2026;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;4;Inspector_4;Midnight_Shift
20/02/2027;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;4;Inspector_4;Midnight_Shift
20/02/2028;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_10;Midnight_Shift
20/02/2029;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Visual;DT;Machine;Machine_Dirty;1;Inspector_10;Midnight_Shift
21/02/2025;Feb;2025;Supplier_2;Product_22;Machine_D;In-process;Dimension;EOS;Machine;Setup and Adjustment Machine;5;Inspector_5;Morning_Shift
21/02/2025;Feb;2025;Supplier_2;Product_8;Machine_E;In-process;Visual;PU;Machine;Setup and Adjustment Machine;3;Inspector_5;Morning_Shift
21/02/2025;Feb;2025;Supplier_3;Product_3;Machine_B;In-process;Visual;DT;Mold;Dirty Mold;14;Inspector_5;Morning_Shift
21/02/2025;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_7;Morning_Shift
21/02/2025;Feb;2025;Supplier_1;Product_23;Machine_C;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_5;Morning_Shift
21/02/2025;Feb;2025;Supplier_1;Product_23;Machine_C;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;6;Inspector_7;Morning_Shift
21/02/2025;Feb;2025;Supplier_2;Product_5;Machine_E;First ;Visual;DM;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
21/02/2025;Feb;2025;Supplier_2;Product_5;Machine_E;First ;Visual;SR;Mold;Dirty Mold;7;Inspector_3;Afternoon_Shift
21/02/2025;Feb;2025;Supplier_2;Product_5;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
21/02/2025;Feb;2025;Supplier_2;Product_5;Machine_E;In-process;Visual;PU;Mold;Mold Failures;5;Inspector_4;Midnight_Shift
22/02/2025;Feb;2025;Supplier_2;Product_7;Machine_E;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
22/02/2025;Feb;2025;Supplier_2;Product_7;Machine_E;First ;Visual;PU;Machine;Setup and Adjustment Machine;6;Inspector_7;Afternoon_Shift
22/02/2025;Feb;2025;Supplier_2;Product_7;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_7;Afternoon_Shift
22/02/2025;Feb;2025;Supplier_1;Product_9;Machine_E;In-process;Visual;DI;Machine;Lain-Lain;8;Inspector_7;Afternoon_Shift
24/02/2025;Feb;2025;Supplier_2;Product_7;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_3;Morning_Shift
24/02/2025;Feb;2025;Supplier_2;Product_7;Machine_E;First ;Visual;DT;Mold;Dirty Mold;3;Inspector_3;Morning_Shift
24/02/2025;Feb;2025;Supplier_2;Product_7;Machine_E;In-process;Visual;PU;Machine;Setup and Adjustment Machine;7;Inspector_7;Midnight_Shift
25/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;First ;Visual;PU;Machine;Setup and Adjustment Machine;4;Inspector_3;Afternoon_Shift
25/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Afternoon_Shift
25/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_3;Afternoon_Shift
25/02/2025;Feb;2025;Supplier_2;Product_14;Machine_C;First ;Visual;PU;Machine;Setup and Adjustment Machine;5;Inspector_4;Afternoon_Shift
25/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_4;Afternoon_Shift
25/02/2025;Feb;2025;Supplier_2;Product_14;Machine_C;In-process;Visual;DM;Mold;Dirty Mold;5;Inspector_1;Midnight_Shift
26/02/2025;Feb;2025;Supplier_2;Product_5;Machine_D;In-process;Visual;PU;Machine;Setup and Adjustment Machine;4;Inspector_5;Morning_Shift
26/02/2025;Feb;2025;Supplier_2;Product_8;Machine_A;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Morning_Shift
26/02/2025;Feb;2025;Supplier_2;Product_8;Machine_A;In-process;Visual;WV;Machine;Setup and Adjustment Machine;2;Inspector_4;Afternoon_Shift
26/02/2025;Feb;2025;Supplier_2;Product_14;Machine_B;In-process;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_3;Morning_Shift
26/02/2025;Feb;2025;Supplier_2;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_4;Afternoon_Shift
26/02/2025;Feb;2025;Supplier_1;Product_23;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
26/02/2025;Feb;2025;Supplier_1;Product_23;Machine_E;First ;Visual;DM;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
27/02/2025;Feb;2025;Supplier_1;Product_23;Machine_E;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;5;Inspector_3;Morning_Shift
27/02/2025;Feb;2025;Supplier_1;Product_23;Machine_E;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;5;Inspector_3;Morning_Shift
27/02/2025;Feb;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;DM;Mold;Dirty Mold;5;Inspector_3;Morning_Shift
27/02/2025;Feb;2025;Supplier_2;Product_14;Machine_C;In-process;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_5;Morning_Shift
27/02/2025;Feb;2025;Supplier_3;Product_3;Machine_B;In-process;Visual;DT;Machine;Machine_Dirty;5;Inspector_3;Morning_Shift
27/02/2025;Feb;2025;Supplier_2;Product_7;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
27/02/2025;Feb;2025;Supplier_2;Product_14;Machine_C;In-process;Visual;DM;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
28/02/2025;Feb;2025;Supplier_2;Product_14;Machine_C;In-process;Visual;SR;Machine;Machine_Dirty;1;Inspector_5;Morning_Shift
28/02/2025;Feb;2025;Supplier_3;Product_3;Machine_B;In-process;Visual;DT;Machine;Machine_Dirty;7;Inspector_3;Morning_Shift
28/02/2025;Feb;2025;Supplier_2;Product_7;Machine_E;In-process;Visual;SR;Machine;Machine_Dirty;1;Inspector_5;Morning_Shift
28/02/2025;Feb;2025;Supplier_2;Product_6;Machine_A;First ;Visual;DM;Mold;Dirty Mold;3;Inspector_4;Afternoon_Shift
28/02/2025;Feb;2025;Supplier_1;Product_9;Machine_D;First ;Visual;DT;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
28/02/2025;Feb;2025;Supplier_1;Product_9;Machine_D;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
01/03/2025;March;2025;Supplier_1;Product_9;Machine_D;First ;Visual;DT;Machine;Machine_Dirty;3;Inspector_1;Midnight_Shift
01/03/2025;March;2025;Supplier_1;Product_9;Machine_D;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;3;Inspector_1;Midnight_Shift
03/03/2025;March;2025;Supplier_2;Product_5;Machine_C;First ;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_10;Morning_Shift
03/03/2025;March;2025;Supplier_2;Product_5;Machine_C;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_10;Morning_Shift
03/03/2025;March;2025;Supplier_2;Product_5;Machine_C;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;1;Inspector_10;Morning_Shift
03/03/2025;March;2025;Supplier_2;Product_7;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;3;Inspector_4;Midnight_Shift
04/03/2025;March;2025;Supplier_1;Product_10;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_10;Morning_Shift
04/03/2025;March;2025;Supplier_1;Product_10;Machine_B;First ;Visual;DT;Machine;Machine_Dirty;2;Inspector_10;Morning_Shift
04/03/2025;March;2025;Supplier_2;Product_18;Machine_A;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;2;Inspector_1;Afternoon_Shift
04/03/2025;March;2025;Supplier_2;Product_18;Machine_A;First ;Visual;DM;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
04/03/2025;March;2025;Supplier_2;Product_18;Machine_A;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
05/03/2025;March;2025;Supplier_3;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_10;Morning_Shift
05/03/2025;March;2025;Supplier_3;Product_3;Machine_B;First ;Visual;DT;Machine;Machine_Dirty;2;Inspector_10;Morning_Shift
05/03/2025;March;2025;Supplier_2;Product_2;Machine_C;First ;Visual;DM;Mold;Dirty Mold;4;Inspector_4;Midnight_Shift
06/03/2025;March;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;5;Inspector_5;Morning_Shift
06/03/2025;March;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;2;Inspector_5;Morning_Shift
06/03/2025;March;2025;Supplier_1;Product_23;Machine_C;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_10;Morning_Shift
06/03/2025;March;2025;Supplier_1;Product_23;Machine_C;First ;Visual;DT;Mold;Dirty Mold;3;Inspector_10;Morning_Shift
07/03/2025;March;2025;Supplier_2;Product_18;Machine_A;In-process;Visual;DT;Mold;Dirty Mold;4;Inspector_5;Morning_Shift
07/03/2025;March;2025;Supplier_2;Product_8;Machine_D;In-process;Visual;SR;Machine;Machine_Dirty;1;Inspector_5;Morning_Shift
08/03/2025;March;2025;Supplier_1;Product_9;Machine_D;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;3;Inspector_5;Morning_Shift
08/03/2025;March;2025;Supplier_1;Product_9;Machine_D;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;3;Inspector_5;Morning_Shift
08/03/2025;March;2025;Supplier_1;Product_9;Machine_D;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_5;Morning_Shift
08/03/2025;March;2025;Supplier_1;Product_9;Machine_D;First ;Visual;DT;Mold;Dirty Mold;1;Inspector_5;Morning_Shift
08/03/2025;March;2025;Supplier_1;Product_23;Machine_C;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;3;Inspector_7;Afternoon_Shift
08/03/2025;March;2025;Supplier_1;Product_23;Machine_C;In-process;Visual;DM;Mold;Dirty Mold;2;Inspector_4;Midnight_Shift
10/03/2025;March;2025;Supplier_2;Product_5;Machine_C;First ;Dimension;IOS;Machine;Setup and Adjustment Machine;4;Inspector_7;Morning_Shift
10/03/2025;March;2025;Supplier_2;Product_5;Machine_C;First ;Visual;DT;Mold;Mold Failures;1;Inspector_5;Morning_Shift
10/03/2025;March;2025;Supplier_2;Product_5;Machine_C;First ;Visual;PU;Machine;Setup and Adjustment Machine;2;Inspector_5;Morning_Shift
10/03/2025;March;2025;Supplier_2;Product_8;Machine_C;First ;Dimension;FOS;Mold;Mold Failures;1;Inspector_5;Morning_Shift
11/03/2025;March;2025;Supplier_2;Product_5;Machine_E;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
11/03/2025;March;2025;Supplier_2;Product_6;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
12/03/2025;March;2025;Supplier_2;Product_6;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;6;Inspector_5;Morning_Shift
12/03/2025;March;2025;Supplier_2;Product_6;Machine_E;In-process;Visual;SR;Machine;Machine_Dirty;2;Inspector_5;Morning_Shift
13/03/2025;March;2025;Supplier_2;Product_5;Machine_E;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
13/03/2025;March;2025;Supplier_2;Product_5;Machine_E;First ;Visual;DF;Mold;Mold Failures;1;Inspector_5;Morning_Shift
13/03/2025;March;2025;Supplier_2;Product_1;Machine_E;First ;Visual;PU;Mold;Mold Failures;1;Inspector_7;Morning_Shift
13/03/2025;March;2025;Supplier_2;Product_1;Machine_E;First ;Dimension;FOS;Mold;Mold Failures;1;Inspector_7;Morning_Shift
13/03/2025;March;2025;Supplier_2;Product_8;Machine_C;In-process;Dimension;FOS;Machine;Setup and Adjustment Machine;10;Inspector_7;Morning_Shift
13/03/2025;March;2025;Supplier_2;Product_1;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
13/03/2026;March;2025;Supplier_2;Product_1;Machine_D;First ;Visual;DM;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
14/03/2025;March;2025;Supplier_2;Product_10;Machine_B;First ;Visual;DM;Mold;Dirty Mold;8;Inspector_4;Afternoon_Shift
15/03/2025;March;2025;Supplier_2;Product_8;Machine_C;In-process;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Morning_Shift
17/03/2025;March;2025;Supplier_2;Product_16;Machine_E;First ;Visual;DM;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
17/03/2025;March;2025;Supplier_2;Product_16;Machine_E;First ;Visual;SR;Mold;Dirty Mold;7;Inspector_3;Morning_Shift
17/03/2025;March;2025;Supplier_2;Product_6;Machine_C;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
18/03/2025;March;2025;Supplier_2;Product_5;Machine_D;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;1;Inspector_4;Midnight_Shift
19/03/2025;March;2025;Supplier_2;Product_12;Machine_A;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_7;Midnight_Shift
19/03/2025;March;2025;Supplier_2;Product_7;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_7;Midnight_Shift
19/03/2025;March;2025;Supplier_2;Product_12;Machine_A;First ;Visual;SR;Mold;Dirty Mold;7;Inspector_1;Morning_Shift
